Time (s),Speed (m/s),Distance (m),Height (m)
62.464,0.9,19.7,16.9
62.479,0.9,19.7,16.9
62.488,0.9,19.7,16.9
62.496,0.9,19.7,16.9
62.572,0.9,19.71,17
62.58,0.9,19.71,17
62.587,0.9,19.71,17
62.602,0.9,19.71,17
62.709,0.9,19.71,17.2
62.715,0.9,19.71,17.2
62.72,0.9,19.71,17.2
62.727,0.9,19.71,17.2
62.806,0.9,19.71,17.3
62.85,0.9,19.71,17.4
62.854,0.9,19.71,17.4
62.866,0.9,19.71,17.4
62.952,0.9,19.72,17.5
62.965,0.9,19.72,17.5
63.011,1,19.72,17.6
63.015,1,19.72,17.6
63.045,1,19.72,17.6
63.093,0.9,19.72,17.7
63.111,0.9,19.72,17.7
63.193,1,19.72,17.8
63.251,1,19.72,17.9
63.259,1,19.72,17.9
63.262,1,19.72,17.9
63.365,1,19.72,18.1
63.384,1,19.72,18.1
63.398,1,19.72,18.1
63.413,1,19.72,18.1
63.608,1,19.71,18.3
63.617,1,19.71,18.3
63.635,1,19.71,18.3
63.645,1,19.71,18.3
63.7,1,19.7,18.4
63.711,1,19.7,18.4
63.717,1,19.7,18.4
63.812,0.9,19.7,18.5
63.823,0.9,19.7,18.5
63.835,0.9,19.7,18.5
63.85,0.9,19.7,18.5
63.96,0.9,19.69,18.6
63.964,0.9,19.69,18.6
63.971,0.9,19.69,18.6
63.976,0.9,19.69,18.6
64.062,0.9,19.69,18.7
64.071,0.9,19.69,18.7
64.079,0.9,19.69,18.7
64.084,0.9,19.69,18.7
64.2,0.9,19.68,18.9
64.248,0.9,19.68,18.9
64.259,0.9,19.68,18.9
64.262,0.9,19.68,18.9
64.346,0.9,19.68,19
64.351,0.9,19.68,19
64.358,0.9,19.68,19
64.361,0.9,19.68,19
64.439,0.9,19.69,19.1
64.451,0.9,19.69,19.1
64.457,0.9,19.69,19.1
64.468,0.9,19.69,19.1
64.575,0.9,19.7,19.1
64.587,0.9,19.7,19.1
64.59,0.9,19.7,19.1
64.599,0.9,19.7,19.1
64.677,0.9,19.69,19.2
64.691,0.9,19.69,19.2
64.693,0.9,19.69,19.2
64.705,0.9,19.69,19.2
64.852,0.9,19.69,19.4
64.858,0.9,19.69,19.4
64.869,0.9,19.69,19.4
64.881,0.9,19.69,19.4
64.976,0.9,19.69,19.5
64.98,0.9,19.69,19.5
64.988,0.9,19.69,19.5
64.995,0.9,19.69,19.5
65.134,0.9,19.69,19.6
65.144,0.9,19.69,19.6
65.15,0.9,19.69,19.6
65.16,0.9,19.69,19.6
65.267,0.9,19.69,19.7
65.335,0.9,19.69,19.7
65.339,0.9,19.69,19.7
65.347,0.9,19.69,19.7
65.404,1,19.69,19.8
65.413,1,19.69,19.8
65.416,1,19.69,19.8
65.429,1,19.69,19.8
65.528,1,19.69,20.1
65.535,1,19.69,20.1
65.539,1,19.69,20.1
65.549,1,19.69,20.1
65.696,1,19.7,20.3
65.699,1,19.7,20.3
65.707,1,19.7,20.3
65.713,1,19.7,20.3
65.873,0.9,19.71,20.5
65.887,0.9,19.71,20.5
65.892,0.9,19.71,20.5
65.9,0.9,19.71,20.5
65.964,0.9,19.71,20.6
65.97,0.9,19.71,20.6
65.986,0.9,19.71,20.6
65.996,0.9,19.71,20.6
66.076,0.9,19.71,20.6
66.083,0.9,19.71,20.6
66.09,0.9,19.71,20.6
66.161,0.9,19.71,20.7
66.165,0.9,19.71,20.7
66.168,0.9,19.71,20.7
66.176,0.9,19.71,20.7
66.3,0.9,19.71,20.9
66.386,0.9,19.71,21
66.389,0.9,19.71,21
66.392,0.9,19.71,21
66.526,1,19.71,21.2
66.529,1,19.71,21.2
66.54,1,19.71,21.2
66.542,1,19.71,21.2
66.66,0.9,19.72,21.3
66.663,0.9,19.72,21.3
66.675,0.9,19.72,21.3
66.681,0.9,19.72,21.3
66.799,0.9,19.73,21.5
66.804,0.9,19.73,21.5
66.81,0.9,19.73,21.5
66.812,0.9,19.73,21.5
66.884,1,19.73,21.7
66.896,1,19.73,21.7
66.906,1,19.73,21.7
66.909,1,19.73,21.7
66.984,1,19.73,21.8
66.991,1,19.73,21.8
67.084,0.9,19.73,21.9
67.092,0.9,19.73,21.9
67.094,0.9,19.73,21.9
67.102,0.9,19.73,21.9
67.24,0.9,19.73,22
67.244,0.9,19.73,22
67.258,0.9,19.73,22
67.262,0.9,19.73,22
67.336,0.9,19.73,22.1
67.41,0.9,19.73,22.2
67.421,0.9,19.73,22.2
67.432,0.9,19.73,22.2
67.506,0.9,19.72,22.2
67.514,0.9,19.72,22.2
67.52,0.9,19.72,22.2
67.523,0.9,19.72,22.2
67.596,0.9,19.72,22.3
67.601,0.9,19.72,22.3
67.604,0.9,19.72,22.3
67.623,0.9,19.72,22.3
67.703,0.9,19.71,22.5
67.708,0.9,19.71,22.5
67.713,0.9,19.71,22.5
67.72,0.9,19.71,22.5
67.806,1,19.71,22.6
67.811,1,19.71,22.6
67.817,1,19.71,22.6
67.824,1,19.71,22.6
67.907,0.9,19.72,22.7
67.915,0.9,19.72,22.7
67.921,0.9,19.72,22.7
67.935,0.9,19.72,22.7
68.002,0.9,19.72,22.8
68.009,0.9,19.72,22.8
68.018,0.9,19.72,22.8
68.023,0.9,19.72,22.8
68.091,1,19.72,22.9
68.099,1,19.72,22.9
68.102,1,19.72,22.9
68.131,1,19.72,22.9
68.211,0.9,19.73,23
68.215,0.9,19.73,23
68.218,0.9,19.73,23
68.222,0.9,19.73,23
68.309,0.9,19.73,23.1
68.326,0.9,19.73,23.1
68.332,0.9,19.73,23.1
68.342,0.9,19.73,23.1
68.434,0.9,19.73,23.2
68.442,0.9,19.73,23.2
68.446,0.9,19.73,23.2
68.453,0.9,19.73,23.2
68.526,0.9,19.73,23.3
68.531,0.9,19.73,23.3
68.534,0.9,19.73,23.3
68.543,0.9,19.73,23.3
68.631,0.9,19.73,23.4
68.643,0.9,19.73,23.4
68.646,0.9,19.73,23.4
68.648,0.9,19.73,23.4
68.733,0.9,19.74,23.5
68.739,0.9,19.74,23.5
68.746,0.9,19.74,23.5
68.758,0.9,19.74,23.5
68.822,0.9,19.74,23.6
68.826,0.9,19.74,23.6
68.951,0.9,19.74,23.7
68.953,0.9,19.74,23.7
68.961,0.9,19.74,23.7
68.964,0.9,19.74,23.7
69.067,0.9,19.74,23.8
69.078,0.9,19.74,23.8
69.089,0.9,19.74,23.8
69.101,0.9,19.74,23.8
69.213,1,19.74,23.9
69.221,1,19.74,23.9
69.23,1,19.74,23.9
69.237,1,19.74,23.9
69.387,1,19.74,24
69.497,0.9,19.74,24.1
69.501,0.9,19.74,24.1
69.507,0.9,19.74,24.1
69.594,0.9,19.74,24.2
69.604,0.9,19.74,24.2
69.618,0.9,19.74,24.2
69.647,0.9,19.74,24.2
69.725,0.9,19.74,24.3
69.733,0.9,19.74,24.3
69.737,0.9,19.74,24.3
69.74,0.9,19.74,24.3
69.83,0.9,19.73,24.4
69.835,0.9,19.73,24.4
69.841,0.9,19.73,24.4
69.851,0.9,19.73,24.4
69.921,0.9,19.72,24.5
69.93,0.9,19.72,24.5
69.941,0.9,19.72,24.5
69.944,0.9,19.72,24.5
70.058,0.9,19.72,24.7
70.064,0.9,19.72,24.7
70.072,0.9,19.72,24.7
70.075,0.9,19.72,24.7
70.161,0.9,19.72,24.7
70.185,0.9,19.72,24.8
70.192,0.9,19.72,24.8
70.199,0.9,19.72,24.8
70.298,0.9,19.72,24.9
70.301,0.9,19.72,24.9
70.322,0.9,19.72,24.9
70.326,0.9,19.72,24.9
70.388,0.8,19.72,25
70.489,0.8,19.71,25.1
70.513,0.8,19.71,25.1
70.516,0.8,19.71,25.1
70.524,0.61,19.7,25.2
70.528,0.8,19.71,25.1
70.54,0.8,19.71,25.1
70.545,0.61,19.7,25.2
70.615,0.46,19.68,25.2
70.62,0.46,19.68,25.2
70.63,0.46,19.68,25.2
70.647,0.46,19.68,25.2
70.761,0.58,19.59,25.2
70.768,0.58,19.59,25.2
70.773,0.58,19.59,25.2
70.815,0.72,19.52,25.2
70.9,0.81,19.43,25.2
70.903,0.81,19.43,25.2
70.911,0.81,19.43,25.2
70.914,0.81,19.43,25.2
71.022,0.95,19.33,25.2
71.031,0.95,19.33,25.2
71.039,0.95,19.33,25.2
71.049,0.95,19.33,25.2
71.218,1.09,19.1,25.2
71.222,1.09,19.1,25.2
71.234,1.09,19.1,25.2
71.237,1.09,19.1,25.2
71.296,1.09,18.99,25.2
71.306,1.09,18.99,25.2
71.315,1.09,18.99,25.2
71.322,1.09,18.99,25.2
71.423,1.17,18.87,25.2
71.476,1.17,18.87,25.2
71.484,1.17,18.87,25.2
71.488,1.17,18.87,25.2
71.533,1.17,18.76,25.2
71.536,1.17,18.76,25.2
71.559,1.17,18.76,25.2
71.656,1.17,18.64,25.1
71.662,1.17,18.64,25.1
71.667,1.17,18.64,25.1
71.68,1.17,18.64,25.1
71.773,1.17,18.53,25.1
71.775,1.17,18.53,25.1
71.792,1.17,18.53,25.1
71.801,1.17,18.53,25.1
71.91,1.17,18.42,25.1
71.916,1.17,18.42,25.1
71.926,1.17,18.42,25.1
71.932,1.17,18.42,25.1
72.044,1.17,18.3,25.1
72.056,1.17,18.3,25.1
72.061,1.17,18.3,25.1
72.08,1.17,18.3,25.1
72.134,1.17,18.3,25.1
72.201,1.17,18.2,25.1
72.208,1.17,18.2,25.1
72.211,1.17,18.2,25.1
72.312,1.17,18.09,25.1
72.315,1.17,18.09,25.1
72.326,1.17,18.09,25.1
72.35,1.17,18.09,25.1
72.479,1.17,17.87,25.1
72.547,1.17,17.87,25.1
72.562,1.17,17.87,25.1
72.566,1.17,17.87,25.1
72.611,1.17,17.77,25.1
72.614,1.17,17.77,25.1
72.628,1.17,17.77,25.1
72.651,1.17,17.77,25.1
72.695,1.17,17.66,25.1
72.758,1.17,17.55,25.1
72.776,1.17,17.55,25.1
72.789,1.17,17.55,25.1
72.876,1.17,17.45,25.1
72.88,1.17,17.45,25.1
72.894,1.17,17.45,25.1
72.911,1.17,17.45,25.1
72.989,1.12,17.24,25
73.01,1.12,17.24,25
73.016,1.12,17.24,25
73.019,1.12,17.24,25
73.097,1.12,17.13,25
73.103,1.12,17.13,25
73.108,1.12,17.13,25
73.119,1.12,17.13,25
73.204,1.12,16.93,25
73.208,1.12,16.93,25
73.218,1.12,16.93,25
73.227,1.12,16.93,25
73.296,1.12,16.83,25
73.309,1.12,16.83,25
73.318,1.12,16.83,25
73.326,1.12,16.83,25
73.467,1.12,16.62,25
73.478,1.12,16.62,25
73.488,1.12,16.62,25
73.556,1.12,16.62,25
73.571,1.12,16.52,25
73.578,1.12,16.52,25
73.583,1.12,16.52,25
73.587,1.12,16.52,25
73.699,1.12,16.41,25
73.707,1.12,16.41,25
73.713,1.12,16.41,25
73.722,1.12,16.41,25
73.865,1.03,16.22,25
73.873,1.03,16.22,25
73.883,1.03,16.22,25
73.891,1.03,16.22,25
73.958,1.03,16.22,25
73.988,1.03,16.12,25
73.995,1.03,16.12,25
74.013,1.03,16.12,25
74.101,1.03,16.02,25
74.105,1.03,16.02,25
74.113,1.03,16.02,25
74.118,1.03,16.02,25
74.215,1.03,15.93,25
74.218,1.03,15.93,25
74.225,1.03,15.93,25
74.236,1.03,15.93,25
74.392,1.08,15.74,25
74.394,1.08,15.74,25
74.397,1.08,15.74,25
74.414,1.08,15.74,25
74.491,1.08,15.65,25
74.57,1.08,15.56,25
74.578,1.08,15.56,25
74.583,1.08,15.56,25
74.597,1.08,15.56,25
74.719,1.08,15.47,25
74.723,1.08,15.47,25
74.726,1.08,15.47,25
74.728,1.08,15.47,25
74.841,1.08,15.37,25
74.848,1.08,15.37,25
74.874,1.08,15.37,25
74.879,1.08,15.37,25
74.942,1.08,15.28,25
74.944,1.08,15.28,25
74.952,1.08,15.28,25
74.954,1.08,15.28,25
75.09,1.08,15.18,25
75.092,1.08,15.18,25
75.095,1.08,15.18,25
75.097,1.08,15.18,25
75.19,1.08,15.08,25
75.196,1.08,15.08,25
75.199,1.08,15.08,25
75.212,1.08,15.08,25
75.362,1.03,14.89,25
75.366,1.03,14.89,25
75.377,1.03,14.89,25
75.381,1.03,14.89,25
75.464,1.03,14.8,25
75.522,1.03,14.7,25
75.592,1.03,14.7,25
75.6,1.03,14.7,25
75.625,1.03,14.61,25.1
75.634,1.03,14.61,25.1
75.644,1.03,14.61,25.1
75.662,1.03,14.61,25.1
75.785,1.03,14.42,25.1
75.81,1.03,14.42,25.1
75.815,1.03,14.42,25.1
75.829,1.03,14.42,25.1
75.905,1.03,14.33,25
75.912,1.03,14.33,25
75.921,1.03,14.33,25
75.927,1.03,14.33,25
76.049,1.03,14.23,25
76.067,1.03,14.23,25
76.083,1.03,14.23,25
76.094,1.03,14.23,25
76.174,1.03,14.14,25
76.212,1.03,14.14,25
76.237,1.03,14.04,25
76.246,1.03,14.04,25
76.323,1.03,13.94,25
76.332,1.03,13.94,25
76.337,1.03,13.94,25
76.345,1.03,13.94,25
76.472,1.03,13.75,25.1
76.482,1.03,13.75,25.1
76.5,1.03,13.75,25.1
76.505,1.03,13.75,25.1
76.564,1.03,13.65,25.1
76.618,1.03,13.65,25.1
76.62,1.03,13.65,25.1
76.632,1.03,13.65,25.1
76.684,1.03,13.55,25.1
76.691,1.03,13.55,25.1
76.695,1.03,13.55,25.1
76.701,1.03,13.55,25.1
76.79,1.03,13.45,25.1
76.798,1.03,13.45,25.1
76.805,1.03,13.45,25.1
76.82,1.03,13.45,25.1
76.904,1.03,13.35,25.1
76.912,1.03,13.35,25.1
76.919,1.03,13.35,25.1
76.932,1.03,13.35,25.1
77.032,1.03,13.25,25.1
77.039,1.03,13.25,25.1
77.047,1.03,13.25,25.1
77.052,1.03,13.25,25.1
77.128,1.03,13.15,25.1
77.136,1.03,13.15,25.1
77.15,1.03,13.15,25.1
77.152,1.03,13.15,25.1
77.264,1.03,13.05,25.1
77.268,1.03,13.05,25.1
77.271,1.03,13.05,25.1
77.276,1.03,13.05,25.1
77.37,1.03,12.95,25.1
77.383,1.03,12.95,25.1
77.395,1.03,12.95,25.1
77.399,1.03,12.95,25.1
77.461,1.03,12.85,25.1
77.464,1.03,12.85,25.1
77.504,1.03,12.85,25.1
77.518,1.03,12.85,25.1
77.625,1.03,12.75,25.1
77.695,1.03,12.75,25.1
77.712,1.03,12.75,25.1
77.718,1.03,12.75,25.1
77.752,1.03,12.65,25.1
77.756,1.03,12.65,25.1
77.764,1.03,12.65,25.1
77.77,1.03,12.65,25.1
78.383,1.03,12.45,25.1
78.386,1.03,12.45,25.1
78.402,1.03,12.45,25.1
78.406,1.03,12.45,25.1
78.489,1.03,12.35,25.1
78.494,1.03,12.35,25.1
78.513,1.03,12.35,25.1
78.519,1.03,12.35,25.1
78.627,1.03,12.15,25.1
78.701,1.03,12.06,25.1
78.706,1.03,12.06,25.1
78.711,1.03,12.06,25.1
78.719,1.03,11.96,25.1
78.731,1.03,11.96,25.1
78.741,1.03,11.96,25.1
78.758,1.03,11.96,25.1
78.814,1.03,11.87,25.1
78.891,1.03,11.77,25.1
78.903,1.03,11.77,25.1
78.916,1.03,11.77,25.1
78.931,1.03,11.77,25.1
79.018,1.03,11.58,25.1
79.023,1.03,11.58,25.1
79.028,1.03,11.58,25.1
79.037,1.03,11.58,25.1
79.161,1.03,11.49,25.1
79.169,1.03,11.49,25.1
79.181,1.03,11.49,25.1
79.188,1.03,11.49,25.1
79.248,1.03,11.39,25.1
79.271,1.03,11.3,25.1
79.28,1.03,11.3,25.1
79.289,1.03,11.3,25.1
79.427,1.03,11.21,25.1
79.437,1.03,11.21,25.1
79.476,1.03,11.21,25.1
79.485,1.03,11.21,25.1
79.532,1.03,11.12,25.1
79.539,1.03,11.12,25.1
79.547,1.03,11.12,25.1
79.556,1.03,11.12,25.1
79.648,1.03,11.03,25.1
79.699,1.03,10.94,25.1
79.703,1.03,10.94,25.1
79.706,1.03,10.94,25.1
79.756,1.03,10.84,25
79.759,1.03,10.84,25
79.771,1.03,10.84,25
79.781,1.03,10.84,25
79.872,1.03,10.66,25
79.882,1.03,10.66,25
79.886,1.03,10.66,25
79.904,1.03,10.66,25
79.994,1.03,10.47,25
79.999,1.03,10.47,25
80.005,1.03,10.47,25
80.015,1.03,10.47,25
80.097,1.03,10.28,25
80.103,1.03,10.28,25
80.118,1.03,10.28,25
80.127,1.03,10.28,25
80.209,1.03,10.19,25
80.213,1.03,10.19,25
80.223,1.03,10.19,25
80.232,1.03,10.19,25
80.294,1.03,10.1,25
80.311,1.03,10.1,25
80.315,1.03,10.1,25
80.324,1.03,10.1,25
80.446,1.03,10.01,25
80.45,1.03,10.01,25
80.454,1.03,10.01,25
80.464,1.03,10.01,25
80.533,1.03,9.91,25
80.542,1.03,9.91,25
80.552,1.03,9.91,25
80.646,1.03,9.82,25
80.655,1.03,9.82,25
80.714,1.03,9.82,25
80.724,1.03,9.82,25
80.761,1.03,9.73,25
80.767,1.03,9.73,25
80.78,1.03,9.73,25
80.782,1.03,9.73,25
80.892,1.03,9.55,25
80.895,1.03,9.55,25
80.897,1.03,9.55,25
80.911,1.03,9.55,25
81.008,1.03,9.46,25
81.013,1.03,9.46,25
81.024,1.03,9.46,25
81.029,1.03,9.46,25
81.103,1.03,9.37,25
81.211,1.03,9.29,25
81.218,1.03,9.29,25
81.226,1.03,9.29,25
81.228,1.03,9.29,25
81.428,1.03,9.11,25
81.436,1.03,9.11,25
81.441,1.03,9.11,25
81.445,1.03,9.11,25
81.526,1.03,9.02,25
81.529,1.03,9.02,25
81.535,1.03,9.02,25
81.54,1.03,9.02,25
81.697,1.03,8.83,25
81.77,1.03,8.83,25
81.784,1.03,8.83,25
81.792,1.03,8.83,25
81.802,1.03,8.74,25
81.809,1.03,8.74,25
81.816,1.03,8.74,25
81.82,1.03,8.74,25
81.921,1.03,8.65,25
81.926,1.03,8.65,25
81.939,1.03,8.65,25
81.95,1.03,8.65,25
82.016,1.03,8.56,25
82.145,1.03,8.46,25
82.149,1.03,8.46,25
82.157,1.03,8.46,25
82.169,1.03,8.46,25
82.267,1.03,8.37,25
82.279,1.03,8.37,25
82.293,1.03,8.37,25
82.306,1.03,8.37,25
82.369,1.03,8.28,25
82.373,1.03,8.28,25
82.379,1.03,8.28,25
82.389,1.03,8.28,25
82.463,1.03,8.18,25
82.468,1.03,8.18,25
82.481,1.03,8.18,25
82.547,1.03,8.08,25
82.632,1.03,7.98,25.1
82.648,1.03,7.98,25.1
82.655,1.03,7.98,25.1
82.663,1.03,7.98,25.1
82.728,1.03,7.88,25.1
82.787,1.03,7.88,25.1
82.793,1.03,7.88,25.1
82.799,1.03,7.88,25.1
82.842,1.03,7.78,25.1
82.85,1.03,7.78,25.1
82.859,1.03,7.78,25.1
82.862,1.03,7.78,25.1
83.018,1.03,7.58,25.1
83.02,1.03,7.58,25.1
83.026,1.03,7.58,25.1
83.035,1.03,7.58,25.1
83.114,1.03,7.48,25.1
83.21,1.03,7.38,25.1
83.218,1.03,7.38,25.1
83.224,1.03,7.38,25.1
83.234,1.03,7.38,25.1
83.331,1.03,7.28,25
83.334,1.03,7.28,25
83.34,1.03,7.28,25
83.343,1.03,7.28,25
83.445,1.03,7.18,25
83.453,1.03,7.18,25
83.464,1.03,7.18,25
83.467,1.03,7.18,25
83.564,1.03,7.09,25
83.567,1.03,7.09,25
83.58,1.03,7.09,25
83.584,1.03,7.09,25
83.717,1.03,6.99,25
83.746,1.03,6.99,25
83.815,1.03,6.99,25
83.825,1.03,6.99,25
83.859,1.03,6.9,25
83.862,1.03,6.9,25
83.87,1.03,6.9,25
83.876,1.03,6.9,25
83.986,1.03,6.8,25
83.994,1.03,6.8,25
84.01,1.03,6.8,25
84.016,1.03,6.8,25
84.102,1.03,6.71,25
84.106,1.03,6.71,25
84.11,1.03,6.71,25
84.113,1.03,6.71,25
84.195,1.03,6.62,25
84.206,1.03,6.62,25
84.209,1.03,6.62,25
84.226,1.03,6.62,25
84.305,1.03,6.52,25
84.311,1.03,6.52,25
84.329,1.03,6.52,25
84.341,1.03,6.52,25
84.426,1.03,6.43,25
84.448,1.03,6.43,25
84.458,1.03,6.43,25
84.47,1.03,6.43,25
84.519,1.03,6.34,25.1
84.53,1.03,6.34,25.1
84.61,1.03,6.25,25.1
84.622,1.03,6.25,25.1
84.631,1.03,6.25,25.1
84.716,1.03,6.16,25
84.719,1.03,6.16,25
84.736,1.03,6.16,25
84.844,1.03,6.07,25
84.949,1.03,5.97,25
84.967,1.03,5.97,25
84.971,1.03,5.97,25
84.99,1.03,5.89,25
85.008,1.03,5.89,25
85.014,1.03,5.89,25
85.018,1.03,5.89,25
85.102,1.03,5.71,25
85.105,1.03,5.71,25
85.12,1.03,5.71,25
85.13,1.03,5.71,25
85.242,1.03,5.62,25
85.252,1.03,5.62,25
85.259,1.03,5.62,25
85.287,1.03,5.62,25
85.39,1.03,5.53,25
85.401,1.03,5.53,25
85.407,1.03,5.53,25
85.41,1.03,5.53,25
85.501,1.03,5.35,25
85.509,1.03,5.35,25
85.524,1.03,5.35,25
85.532,1.03,5.35,25
85.595,1.03,5.26,25
85.599,1.03,5.26,25
85.667,1.03,5.18,25
85.677,1.03,5.18,25
85.772,1.03,5.09,25
85.778,1.03,5.09,25
85.785,1.03,5.09,25
85.791,1.03,5.09,25
85.895,1.03,4.92,25
85.989,1.03,4.84,25
85.992,1.03,4.84,25
86,1.03,4.92,25
86.016,1.03,4.84,25
86.026,1.03,4.84,25
86.032,1.03,4.84,25
86.041,1.03,4.84,25
86.164,1.03,4.68,25
86.168,1.03,4.68,25
86.179,1.03,4.68,25
86.187,1.03,4.68,25
86.266,1.03,4.6,25
86.269,1.03,4.6,25
86.276,1.03,4.6,25
86.296,1.03,4.6,25
86.375,1.03,4.52,25
86.385,1.03,4.52,25
86.391,1.03,4.52,25
86.406,1.03,4.52,25
86.499,1.03,4.44,25
86.513,1.03,4.44,25
86.53,1.03,4.44,25
86.536,1.03,4.44,25
86.587,1.03,4.37,25
86.666,1.03,4.3,25
86.671,1.03,4.3,25
86.674,1.03,4.3,25
86.727,1.03,4.23,25
86.76,1.03,4.23,25
86.835,1.03,4.16,25
86.844,1.03,4.16,25
86.848,1.03,4.16,25
86.855,1.03,4.16,25
86.93,1.03,4.09,25
86.989,1.03,4.09,25
86.993,1.03,4.09,25
86.995,1.03,4.09,25
87.033,1.03,4.02,25
87.039,1.03,4.02,25
87.041,1.03,4.02,25
87.047,1.03,4.02,25
87.146,1.03,3.96,25
87.161,1.03,3.96,25
87.17,1.03,3.96,25
87.19,1.03,3.96,25
87.25,1.03,3.9,25
87.254,1.03,3.9,25
87.259,1.03,3.9,25
87.365,1.03,3.84,25
87.373,1.03,3.84,25
87.38,1.03,3.84,25
87.383,1.03,3.84,25
87.464,1.03,3.77,25
87.47,1.03,3.77,25
87.476,1.03,3.77,25
87.48,1.03,3.77,25
87.632,1.03,3.65,25
87.635,1.03,3.65,25
87.637,1.03,3.65,25
87.652,1.03,3.65,25
87.75,1.03,3.59,25
87.755,1.03,3.59,25
87.764,1.03,3.59,25
87.77,1.03,3.59,25
87.84,1.03,3.53,25
87.843,1.03,3.53,25
87.849,1.03,3.53,25
87.855,1.03,3.53,25
87.934,1.03,3.53,25
88.01,1.03,3.48,25
88.017,1.03,3.48,25
88.026,1.03,3.48,25
88.083,1.03,3.42,25
88.09,1.03,3.42,25
88.094,1.03,3.42,25
88.104,1.03,3.42,25
88.176,1.03,3.36,25
88.194,1.03,3.36,25
88.203,1.03,3.36,25
88.206,1.03,3.36,25
88.334,1.03,3.25,25
88.338,1.03,3.25,25
88.346,1.03,3.25,25
88.359,1.03,3.25,25
88.448,1.03,3.21,25
88.454,1.03,3.21,25
88.464,1.03,3.21,25
88.481,1.03,3.21,25
88.587,1.03,3.16,25
88.598,1.03,3.16,25
88.605,1.03,3.16,25
88.615,1.03,3.16,25
88.697,1.03,3.11,25
88.7,1.03,3.11,25
88.711,1.03,3.11,25
88.72,1.03,3.11,25
88.795,1.03,3.06,25
88.799,1.03,3.06,25
88.802,1.03,3.06,25
88.813,1.03,3.06,25
88.888,1.03,3.01,25
88.896,1.03,3.01,25
88.901,1.03,3.01,25
88.906,1.03,3.01,25
88.983,1.03,2.97,25
89.047,1.03,2.97,25
89.053,1.03,2.97,25
89.062,1.03,2.93,25
89.181,1.03,2.89,25
89.186,1.03,2.89,25
89.193,1.03,2.89,25
89.197,1.03,2.89,25
89.333,1.03,2.85,25
89.344,1.03,2.85,25
89.351,1.03,2.85,25
89.357,1.03,2.85,25
89.43,1.03,2.82,25
89.433,1.03,2.82,25
89.443,1.03,2.82,25
89.448,1.03,2.82,25
89.638,1.03,2.76,25
89.648,1.03,2.76,25
89.661,1.03,2.76,25
89.669,1.03,2.76,25
89.779,1.03,2.74,25
89.783,1.03,2.74,25
89.791,1.03,2.74,25
89.796,1.03,2.74,25
89.883,1.03,2.71,25
89.89,1.03,2.71,25
89.898,1.03,2.71,25
89.905,1.03,2.71,25
90.042,1.03,2.7,25
90.086,1.03,2.7,25
90.089,1.03,2.7,25
90.092,1.03,2.7,25
90.147,1.03,2.7,25
90.151,1.03,2.7,25
90.154,1.03,2.7,25
90.159,1.03,2.7,25
90.25,1.03,2.7,25
90.258,1.03,2.7,25
90.261,1.03,2.7,25
90.279,1.03,2.7,25
90.367,1.03,2.7,25
90.374,1.03,2.7,25
90.388,1.03,2.7,25
90.395,1.03,2.7,25
90.467,1.03,2.71,25
90.474,1.03,2.71,25
90.484,1.03,2.71,25
90.494,1.03,2.71,25
90.572,1.03,2.72,25
90.584,1.03,2.72,25
90.594,1.03,2.72,25
90.606,1.03,2.72,25
90.667,0.98,2.73,25
90.805,0.98,2.75,25
90.809,0.98,2.75,25
90.819,0.98,2.75,25
90.831,0.98,2.75,25
90.895,0.98,2.76,25
90.909,0.98,2.76,25
90.918,0.98,2.76,25
90.923,0.98,2.76,25
90.985,0.98,2.77,24.9
91.121,0.98,2.78,24.9
91.184,0.98,2.78,24.9
91.187,0.98,2.78,24.9
91.192,0.98,2.78,24.9
91.247,1.08,2.8,24.9
91.25,1.08,2.8,24.9
91.252,1.08,2.8,24.9
91.263,1.08,2.8,24.9
91.396,1.08,2.83,24.9
91.41,1.08,2.83,24.9
91.419,1.08,2.83,24.9
91.423,1.08,2.83,24.9
91.504,0.98,2.89,24.9
91.512,0.98,2.89,24.9
91.521,0.98,2.89,24.9
91.524,0.98,2.89,24.9
91.612,0.98,2.93,25
91.619,0.98,2.93,25
91.621,0.98,2.93,25
91.632,0.98,2.93,25
91.712,1.03,2.97,25
91.717,1.03,2.97,25
91.726,1.03,2.97,25
91.742,1.03,2.97,25
91.829,1.03,3.02,25
91.834,1.03,3.02,25
91.844,1.03,3.02,25
91.85,1.03,3.02,25
91.949,1.03,3.07,25
91.952,1.03,3.07,25
91.955,1.03,3.07,25
91.972,1.03,3.07,25
92.049,1.03,3.12,25
92.133,1.12,3.17,25
92.195,1.12,3.17,25
92.199,1.12,3.17,25
92.209,1.12,3.17,25
92.253,1.03,3.23,25
92.261,1.03,3.23,25
92.266,1.03,3.23,25
92.275,1.03,3.23,25
92.433,1.03,3.35,25
92.446,1.03,3.35,25
92.46,1.03,3.35,25
92.464,1.03,3.35,25
92.549,1.03,3.42,25
92.558,1.03,3.42,25
92.562,1.03,3.42,25
92.572,1.03,3.42,25
92.693,1.03,3.48,24.9
92.696,1.03,3.48,24.9
92.707,1.03,3.48,24.9
92.718,1.03,3.48,24.9
92.797,1.03,3.55,24.9
92.805,1.03,3.55,24.9
92.811,1.03,3.55,24.9
92.818,1.03,3.55,24.9
92.912,1.03,3.62,24.9
92.921,1.03,3.62,24.9
92.926,1.03,3.62,24.9
92.929,1.03,3.62,24.9
